question,answers,context
"Jak nazywa się nakrycie głowy prawników, duchownych i profesorów?",['biret'],"Kontekst: W tradycji akademickiej oraz niektórych ceremoniach religijnych i sądowych osoby zajmujące określone funkcje, takie jak prawnicy, duchowni czy profesorowie, często noszą specjalne nakrycia głowy, które symbolizują ich rangę i wykształcenie. Jednym z takich charakterystycznych nakryć jest kwadratowa czapka z płaskim, prostokątnym „daszkiem” u góry, zwana biretem lub toczkiem."
Czy alkany i parafiny to to samo?,['tak'],"Kontekst: Alkany to węglowodory nasycone, zawierające tylko atomy węgla i wodoru połączone wiązaniami pojedynczymi. Parafiny to popularna nazwa stosowana dla alkanów, zwłaszcza dla ich mieszanin w postaci ciekłej lub stałej, które są stosowane m.in. jako substancje smarujące czy składniki świec. W chemii codziennej i technicznej terminy „alkany” i „parafiny” często używa się zamiennie."
Jak nazywa się wyścig motocyklowy rozgrywany w trudnym terenie?,['motocross'],"Kontekst: Istnieje wiele różnych zawodów motocyklowych, jednak wyścigi rozgrywane w trudnym, często naturalnym terenie, takim jak błoto, kamienie, pagórki czy lasy, wymagają specjalnych umiejętności jazdy i są określane specyficzną nazwą. Tego rodzaju imprezy motocyklowe to przede wszystkim rywalizacja w warunkach off-roadowych, często na długich dystansach i z przeszkodami terenowymi."
"Jak nazywa się najmniejsza rzymska jednostka wojskowa, która liczyła początkowo 100 żołnierzy?",['centuria'],"Kontekst: W starożytnym Rzymie armia była zorganizowana w hierarchiczne jednostki, które miały określoną liczbę żołnierzy. Jednostka podstawowa, na której opierała się struktura wojskowa, nazywała się centuria. Na początku centuria składała się z około 100 żołnierzy i stanowiła najmniejszą jednostkę taktyczną w legionie rzymskim.

Czyli pytanie: Jak nazywa się najmniejsza rzymska jednostka wojskowa, która liczyła początkowo 100 żołnierzy? odnosi się do centurii."
Co oznacza słowo frasunek?,['zmartwienie'],"Kontekst: W literaturze polskiej słowo „frasunek” często występuje w poezji i oznacza drobny zmartwienie lub mały powód do troski. Na przykład Jan Kochanowski w swoich fraszkach używa tego terminu, by wyrazić niewielkie, codzienne troski, które nie powinny przesłaniać radości życia.

Pytanie: Co oznacza słowo frasunek?"
Kto zagrał tytułową rolę w filmie „Grek Zorba”?,['Anthony Quinn'],"Kontekst: Film „Grek Zorba” to klasyczna produkcja z 1964 roku, oparta na powieści Nikosa Kazantzakisa. W tytułową rolę Zorby, pełnego energii i życiowego entuzjazmu Greka, wcielił się znany aktor Anthony Quinn."
Jaką nazwę nosi pierwiastek o symbolu Am?,['Ameryk'],"Kontekst: W układzie okresowym pierwiastków symbol Am oznacza pierwiastek należący do grupy aktynowców, z liczbą atomową 95. Jest to pierwiastek syntetyczny, nazwany na cześć Marii Curie. 

Pytanie: Jaką nazwę nosi pierwiastek o symbolu Am?"
Który polski park narodowy jest najstarszy?,['Białowieski'],"Kontekst: W Polsce istnieje wiele parków narodowych, które chronią różnorodne ekosystemy i przyrodę. Pierwszy z nich został utworzony w celu zachowania unikalnych lasów i krajobrazów, a jego powstanie datuje się na okres międzywojenny. Ten park narodowy jest najstarszy spośród wszystkich parków w Polsce.  

Czyli:  
Pytanie: Który polski park narodowy jest najstarszy?  
Odpowiedź: Babiogórski Park Narodowy, utworzony w 1954 roku.  

(Uwaga: Najstarszym polskim parkiem narodowym jest Tatrzański Park Narodowy, założony w 1954 roku, ale katalogi historyczne często wskazują Tatrzański Park jako pierwszy park narodowy w Polsce.)"
Jaki łaciński termin oznacza miejsce święte?,['sacrum'],"Kontekst: W starożytnym Rzymie miejsce święte, często związane z kultem religijnym, bogami lub obrzędami, nazywano specjalnym terminem łacińskim używanym do określenia takiego terenu lub przestrzeni, które były uważane za poświęcone i chronione. 

Pytanie: Jaki łaciński termin oznacza miejsce święte?"
Rodzina Forresterów to bohaterowie którego serialu?,['„Moda na sukces”'],"Kontekst: W amerykańskim serialu dramatycznym, którego akcja toczy się wokół rodziny zaangażowanej w branżę mody i produkcji odzieży, główną rolę odgrywa klan Forresterów. Serial ten znany jest z licznych wątków rodzinnych, walki o władzę w firmie oraz skomplikowanych relacji międzyludzkich.

Pytanie: Rodzina Forresterów to bohaterowie którego serialu?"
Czy Polska Akcja Humanitarna to organizacja rządowa czy pozarządowa?,['pozarządowa'],"Kontekst: Polska Akcja Humanitarna (PAH) to polska organizacja, która od wielu lat prowadzi działania pomocowe na rzecz osób dotkniętych kryzysami humanitarnymi na całym świecie. PAH działa niezależnie od rządu, finansując się głównie ze źródeł prywatnych i darowizn, a jej celem jest niesienie pomocy humanitarnej oraz edukacja społeczna na temat sytuacji w krajach dotkniętych konfliktami i katastrofami."
"Jak nazywa się częstochowskie wzgórze, na którym stoi klasztor paulinów?",['Jasna Góra'],"Kontekst: W Częstochowie, w południowej Polsce, znajduje się słynne sanktuarium maryjne – klasztor paulinów, który jest ważnym miejscem pielgrzymkowym dla katolików. Klasztor ten znajduje się na charakterystycznym wzgórzu, które jest dobrze znane ze względu na swoje znaczenie historyczne i duchowe. To wzgórze nazywa się Jasna Góra."
W którym roku odbyła się ostatnia misja promu kosmicznego?,['w 2011'],"Kontekst: Program promów kosmicznych NASA, który rozpoczął się w latach 80. XX wieku, zakończył się na początku 2010 roku. Ostatnia misja promu kosmicznego miała na celu dostarczenie zaopatrzenia na Międzynarodową Stację Kosmiczną i odbyła się po wielu dekadach lotów kosmicznych tych statków."
Hajduk to wierzchnie okrycie z Kaszub czy staropolski taniec?,['staropolski taniec'],"Kontekst: W Polsce istnieje wiele tradycji ludowych, które obejmują zarówno stroje regionalne, jak i tańce charakterystyczne dla poszczególnych regionów. Na Kaszubach, regionie o bogatej kulturze i folklorze, kobiety nosiły tradycyjne wierzchnie okrycia zwane hajdukiem. Jednocześnie w polskiej tradycji tanecznej funkcjonuje również staropolski taniec zwany hajdukiem. 

Pytanie: Hajduk to wierzchnie okrycie z Kaszub czy staropolski taniec?"
Jakie imię nosił syn Leszka Białego o przydomku Wstydliwy?,['Bolesław'],"Kontekst: Leszek Biały, książę krakowski i wielki książę kijowski z dynastii Piastów, miał syna, który był znany pod przydomkiem „Wstydliwy”. Znany jest z tego, że jego imię pojawia się w historycznych zapisach jako jedno z ważnych postaci średniowiecznej Polski. 

Pytanie: Jakie imię nosił syn Leszka Białego o przydomku Wstydliwy?"
"Na jakiej tablicy rejestracyjnej numery są na żółtym tle: zwykłej, zabytkowej czy tymczasowej?",['zabytkowej'],"Kontekst: W Polsce istnieją różne rodzaje tablic rejestracyjnych, które różnią się kolorem tła i przeznaczeniem. Zwykłe tablice rejestracyjne mają białe tło, tablice zabytkowe mają czarne cyfry na żółtym tle, a tymczasowe tablice rejestracyjne mają czerwoną czcionkę na białym tle. Dzięki tym różnicom można łatwo rozróżnić pojazdy standardowe, zabytkowe oraz te z tablicami tymczasowymi."
Jakim gazem był wypełniony sterowiec Hindenburg podczas słynnej katastrofy?,['wodorem'],"Kontekst: Sterowiec Hindenburg był ogromnym niemieckim sterowcem pasażerskim, który latał w latach 30. XX wieku. W tamtych czasach do napełniania dużych sterowców najczęściej używano helu lub wodoru. Hel jest gazem obojętnym i bezpiecznym, ale był wtedy bardzo drogi i trudno dostępny. Wodór natomiast jest łatwopalny, co stwarzało ryzyko pożaru podczas lotów. W przypadku Hindenburga zdecydowano się na użycie wodoru ze względu na jego niższe koszty i większą dostępność.  

Pytanie: Jakim gazem był wypełniony sterowiec Hindenburg podczas słynnej katastrofy?"
Który utwór Adama Mickiewicza otwiera motto zaczerpnięte z „Księcia” Niccolò Machiavellego?,['„Konrada Wallenroda”'],"Kontekst: Adam Mickiewicz jest jednym z najwybitniejszych polskich poetów romantyzmu. W jego twórczości często pojawiają się odniesienia do filozofii i literatury europejskiej. Jednym z jego najbardziej znanych utworów jest dramat historyczny, który rozpoczyna się mottem zaczerpniętym z dzieła „Książę” (oryg. „Il Principe”) włoskiego myśliciela politycznego Niccolò Machiavellego. To motto podkreśla tematykę władzy i politycznej taktyki, które są istotne dla rozumienia treści tego dzieła Mickiewicza. 

Pytanie: Który utwór Adama Mickiewicza otwiera motto zaczerpnięte z „Księcia” Niccolò Machiavellego?"
Co szumi w harcerskiej piosence „Płonie ognisko w lesie”?,['knieje'],"Kontekst:  
„Płonie ognisko w lesie” to popularna harcerska piosenka, często śpiewana przy ognisku podczas biwaków i zbiórek harcerskich. W tekście tej piosenki pojawia się opis charakterystycznego dźwięku, który tworzy nastrój w leśnym otoczeniu podczas wieczornego spotkania. Harcerze słyszą wtedy szum pewnego elementu otoczenia, który dodaje magii chwili i podkreśla bliskość natury.  

Pytanie: Co szumi w harcerskiej piosence „Płonie ognisko w lesie”?"
Czy trąd to choroba przenoszona przez bakterie czy wirusy?,['przez bakterie'],"Kontekst: Trąd, znany również jako choroba Hansena, jest przewlekłą chorobą zakaźną, która atakuje skórę oraz nerwy obwodowe. Wywołuje ją bakteria Mycobacterium leprae, a nie wirusy. Dlatego trąd jest chorobą bakteryjną."
Jak nazywał się autor zbioru bajek w 12 tomach wydanego w XVII wieku?,['Jean de La Fontaine'],"Kontekst: W XVII wieku w Europie szczególnie popularne były bajki o moralizatorskim charakterze, często pisane w formie krótkich opowiadań z morałem. Jednym z najsłynniejszych autorów tego okresu, który stworzył obszerny zbiór bajek w kilkunastu tomach, był francuski pisarz Jean de La Fontaine. Jego bajki, inspirowane starożytnymi i ludowymi opowieściami, zyskały ogromne uznanie i do dziś są klasyką literatury dziecięcej i moralizatorskiej.

Pytanie: Jak nazywał się autor zbioru bajek w 12 tomach wydanego w XVII wieku?"
Do jakiej zatoki uchodzi Wisła?,['do Zatoki Gdańskiej'],"Kontekst: Wisła jest najdłuższą rzeką w Polsce, która przepływa przez wiele ważnych miast i regionów kraju, a następnie uchodzi do Morza Bałtyckiego. Miejsce ujścia Wisły znajduje się w północnej Polsce, gdzie jej wody wpływają do jednej z zatok tego morza. 

Pytanie: Do jakiej zatoki uchodzi Wisła?"
Na placu czyjego imienia znajduje się w Paryżu Łuk Triumfalny?,"[""Charles'a de Gaulle'a""]","Kontekst: W Paryżu znajduje się słynny Łuk Triumfalny, który usytuowany jest na jednym z najbardziej znanych placów w mieście. Ten plac nosi nazwę upamiętniającą jednego z wielkich władców Francji, który przyczynił się do rozwoju kraju i jest symbolem narodowej dumy. Jest to plac imienia Napoleona Bonaparte, znanego także jako Plac Gwiazdy (Place de l'Étoile). 

Dzięki temu kontekstowi odpowiedź na pytanie jest oczywista."
O które wyspy rywalizują Rosja i Japonia?,['o Wyspy Kurylskie'],"Kontekst: Po II wojnie światowej Rosja i Japonia nie podpisały formalnego traktatu pokojowego, głównie z powodu sporu terytorialnego o grupę wysp na Morzu Ochockim. Wyspy te, znane w Japonii jako Północne Terytoria, a w Rosji jako Kuryle Południowe, są przedmiotem sporu między oboma krajami. Obie strony roszczą sobie prawo do tych wysp ze względu na ich strategiczne znaczenie oraz bogactwa naturalne.

Pytanie: O które wyspy rywalizują Rosja i Japonia?"
"Potrawa z surowych warzyw, niebielone płótno lniane, stop żelaza z węglem – to...?",['surówka'],"Kontekst:  
W języku polskim istnieje zjawisko językowe polegające na tworzeniu wyrazów wieloznacznych lub homonimów, które mają różne znaczenia w zależności od kontekstu. Przykładowo, pewne słowa mogą odnosić się do potrawy, materiału używanego w przemyśle włókienniczym oraz stopu metalu. Rozważając te trzy różne dziedziny: kulinaria (potrawa z surowych warzyw), tekstylnictwo (niebielone płótno lniane) oraz metalurgię (stop żelaza z węglem), można zauważyć, że wszystkie opisują różne znaczenia jednego wyrazu.  
Pytanie dotyczy właśnie takiego słowa, które w tych trzech kontekstach oznacza: popularną sałatkę z"
Częścią którego państwa jest prowincja Quebec?,['Kanady'],"Kontekst: Kanada jest krajem federalnym podzielonym na prowincje i terytoria. Jedną z jego najbardziej znanych prowincji, słynącą z unikalnej francuskojęzycznej kultury i wielkiego obszaru, jest prowincja Quebec."
Czy zaskroniec potrafi pływać?,['tak'],"Kontekst: Zaskroniec to gatunek węża pospolicie występujący w Polsce. Jest to wąż wodno-lądowy, często spotykany w pobliżu zbiorników wodnych, takich jak rzeki, jeziora i stawy. Zaskrońce żywią się głównie płazami i rybami, co wymaga od nich umiejętności poruszania się w wodzie. Są doskonałymi pływakami i potrafią sprawnie nurkować."
"Jak nazywała się kura, która znosiła złote jajka?",['kura samograjka'],"Kontekst: W znanej bajce o bogactwie i chciwości, bohaterowie mieli niezwykłą kurę, która codziennie znosiła jedno złote jajko, co przynosiło im ogromne bogactwo. Dzięki temu jajkom byli bardzo zamożni, aż do momentu, gdy chciwość sprawiła, że stracili wszystko.

Pytanie: Jak nazywała się kura, która znosiła złote jajka?"
"Jak nazywał się jacht, na którym Teliga opłynął dookoła świat?",['Opty'],"Kontekst: Krzysztof Baranowski i Krzysztof Teligą to znani polscy żeglarze, ale to właśnie Krzysztof Teligą zdobył sławę dzięki samotnemu rejsowi dookoła świata. W latach 1972-1973 opłynął świat na jachcie o nazwie ""Opty"", co stało się ważnym wydarzeniem w historii polskiego żeglarstwa."
Jak nazywa się zawarcie nowego związku małżeńskiego w trakcie trwania poprzedniego?,['bigamia'],"Kontekst: W prawie rodzinnym oraz karnym istnieje pojęcie, które odnosi się do sytuacji, gdy osoba zawiera ponownie związek małżeński, nie rozwiązując formalnie swojego poprzedniego małżeństwa. Taka praktyka jest zabroniona i jest uznawana za przestępstwo, ponieważ w świetle prawa jedna osoba nie może jednocześnie pozostawać w więcej niż jednym ważnym związku małżeńskim. Jak nazywa się takie zawarcie nowego małżeństwa w trakcie trwania poprzedniego?"
Jak nazywała się dawna jednostka miary o zasięgu ramion dorosłego człowieka?,['sążeń'],"Kontekst:  
W dawnych czasach ludzie często używali ciała jako naturalnej miary długości, ponieważ nie mieli precyzyjnych narzędzi do pomiaru. Jedną z takich jednostek miary była długość odpowiadająca rozpiętości ramion dorosłego człowieka, mierząca się od końca jednego palca jednej ręki do końca palca drugiej ręki, kiedy ramiona są rozciągnięte na boki. Ta jednostka miała różne nazwy i była powszechnie stosowana w architekturze i rzemiośle.  
Pytanie: Jak nazywała się dawna jednostka miary o zasięgu ramion dorosłego człowieka?"
Czy Europejski Trybunał Obrachunkowy to unijny sąd?,['nie'],"Kontekst: Europejski Trybunał Obrachunkowy jest jedną z instytucji Unii Europejskiej, której głównym zadaniem jest kontrola prawidłowości zarządzania finansami UE. Jego rola polega na audytowaniu budżetu Unii i monitorowaniu wydatków, co odróżnia go od sądów unijnych, które zajmują się rozstrzyganiem sporów prawnych i interpretacją prawa UE. W związku z tym, mimo iż jest instytucją unijną, Europejski Trybunał Obrachunkowy nie pełni funkcji sądu."
"Ile lat żył malarz Władysław Podkowiński, autor „Szału uniesień”?",['29'],"Władysław Podkowiński był polskim malarzem żyjącym na przełomie XIX i XX wieku, znanym przede wszystkim z obrazu „Szał uniesień”. Urodził się w 1866 roku, a zmarł w 1895 roku, przez co jego życie było stosunkowo krótkie.  
Pytanie: Ile lat żył malarz Władysław Podkowiński, autor „Szału uniesień”?"
Jak nazywa się największy w Polsce ślimak?,['winniczek'],"Kontekst: W Polsce występuje wiele gatunków ślimaków, jednak największym z nich jest ślimak winniczek. Jest to popularny gatunek ślimaka lądowego, który może dorastać do kilku centymetrów długości i jest znany zarówno ze względu na swój rozmiar, jak i zastosowanie w kuchni."
Którego księcia według kroniki Galla Anonima zjadły myszy?,['Popiela'],"Kontekst: W średniowiecznej polskiej kronice napisanej przez Galla Anonima, będącej jedną z najstarszych kronik dotyczących historii Polski, opisane są liczne wydarzenia i losy polskich książąt oraz władców. Wśród tych opowieści znajduje się również niezwykła anegdota o pewnym księciu, którego śmierć miała być symbolicznie przedstawiona jako zjedzenie przez myszy, co miało podkreślać jego upadek i zapomnienie.

Pytanie: Którego księcia według kroniki Galla Anonima zjadły myszy?"
Która Ameryka (Północna czy Południowa) liczy więcej ludności?,['Północna'],"Kontekst: Ameryka Północna i Ameryka Południowa to dwa kontynenty obu Ameryk. Ameryka Północna obejmuje m.in. Stany Zjednoczone, Kanadę i Meksyk, które łącznie mają znacznie większą liczbę mieszkańców niż kraje Ameryki Południowej, takie jak Brazylia, Argentyna czy Kolumbia. W konsekwencji, populacja Ameryki Północnej jest większa niż populacja Ameryki Południowej."
Gołdap leży przy granicy z którym państwem?,['z Rosją'],"Kontekst: Gołdap to miasto położone w północno-wschodniej Polsce, w województwie warmińsko-mazurskim. Znajduje się niedaleko granicy międzynarodowej z sąsiednim państwem, które jest członkiem Unii Europejskiej i graniczy z Polską na wschodzie."
Czy beatyfikacja i kanonizacja to to samo?,['nie'],"Kontekst: W Kościele katolickim istnieje formalny proces uznawania świętości osób, które wyróżniały się wyjątkową cnotliwością i życiem zgodnym z nauką Kościoła. Proces ten obejmuje kilka etapów, takich jak ogłoszenie kandydata ""sługą Bożym"", następnie jego beatyfikację, a w końcu kanonizację. Beatyfikacja pozwala na publiczne czczenie kandydata na określonym terenie lub w określonych grupach, natomiast kanonizacja oznacza uznanie danej osoby za świętego na całym świecie i umożliwia powszechną jego kult."
Zgodnie z powiedzeniem rączki składamy w małdrzyk. A co składamy w ciup?,['buzię'],"Kontekst: W tradycyjnych polskich powiedzeniach i przysłowiach często używa się określonych nazw na przedmioty lub czynności, które mają charakter metaforyczny lub regionalny. Na przykład mówi się, że „rączki składamy w małdrzyk” – czyli delikatnie lub ułożenie, a podobnie w innych przysłowiach używa się słowa „ciup” jako nazwy na coś, co również można składać lub trzymać na określony sposób.

W tym przypadku pytanie dotyczy zabawy słownej lub kalamburów związanych ze składaniem różnych rzeczy według starych, ludowych powiedzeń bądź regionalizmów. W znanym powiedzeniu lub układance słownej po „rączkach składanych w małdrzyk” pojawia się kontynuacja o tym, co składamy w „ciup” –"
Gdzie zostaje zesłany Raskolnikow po przyznaniu się do winy?,['na Syberię'],"Kontekst: Rodion Raskolnikow, bohater powieści „Zbrodnia i kara” Fiodora Dostojewskiego, po dokonaniu morderstwa przez długi czas zmaga się z wyrzutami sumienia i napięciem psychicznym. W końcu przyznaje się do winy przed sądem, co skutkuje jego skazaniem. Zostaje zesłany na północ do ciężkich robót przymusowych jako forma kary za popełnioną zbrodnię.

Pytanie: Gdzie zostaje zesłany Raskolnikow po przyznaniu się do winy?"
W której wojnie domowej brał udział Ernest Hemingway?,['hiszpańskiej'],"Kontekst: Ernest Hemingway był amerykańskim pisarzem i reporterem, który w latach 30. XX wieku zaangażował się jako korespondent wojenny w konflikt zbrojny toczący się w Europie. Była to wojna domowa, która miała miejsce w Hiszpanii i stanowiła walkę pomiędzy republikanami a siłami nacjonalistów pod wodzą generała Franco. Hemingway nie tylko relacjonował wydarzenia, ale także wspierał strony konfliktu, a jego doświadczenia z tego okresu znalazły odzwierciedlenie w jego twórczości."
"Jak nazywa się krzywa, jaką opisuje ustalony punkt okręgu toczącego się bez poślizgu na zewnątrz innego, nieruchomego okręgu?",['epicykloida'],"Kontekst: W geometrii i analizie ruchu krzywe parametryczne często opisują trajektorie punktów związanych z obracającymi się obiektami. Jednym z klasycznych zagadnień jest badanie torów punktów na okręgu, który toczy się bez poślizgu wokół innego, nieruchomego okręgu. W zależności od tego, czy okrąg toczy się po wewnętrznej czy zewnętrznej stronie okręgu bazowego, krzywe, które opisują te punkty, mają specjalne nazwy. Dla przypadku toczenia się okręgu po zewnętrznej stronie innego okręgu trajektoria takiego punktu nazywa się epicykloidą."
Ile oczu miał cyklop?,"['jedno', '1']","Kontekst: W mitologii greckiej cyklop to olbrzym z jedynym, dużym okiem umieszczonym na środku czoła."
Jak z francuskiego nazywa się zapora na drodze budowana w trakcie walk ulicznych?,['barykada'],"Kontekst: Podczas walk ulicznych w miastach, żołnierze często budują prowizoryczne bariery z różnych materiałów, takich jak gruzy, meble czy inne przedmioty, aby zablokować przejazd przeciwnikowi i chronić swoje pozycje. W języku francuskim takie tymczasowe zapory na drodze mają swoją specyficzną nazwę."
Jak nazywa się zakład produkujący piwo?,['browar'],"Kontekst: Zakład, w którym następuje fermentacja słodu i chmielu, a także produkcja różnych gatunków piwa, nazywa się browarem."
Gdzie odbył się pierwszy pokaz filmu braci Lumière?,['w Paryżu'],"Kontekst: Bracia Lumière byli pionierami kinematografii we Francji. W 1895 roku zorganizowali pierwszą publiczną projekcję filmową, która jest uznawana za narodziny kina jako nowej formy rozrywki i sztuki. Wydarzenie to miało miejsce w Paryżu, w słynnym salonie, gdzie zgromadzili się widzowie, aby zobaczyć krótkie filmy wyświetlane przy użyciu ich wynalazku – kinematografu.

Pytanie: Gdzie odbył się pierwszy pokaz filmu braci Lumière?"
Z którego kraju pochodzi sztuka walki kung-fu?,['z Chin'],"Kontekst: Kung-fu to tradycyjna sztuka walki, która wywodzi się z Azji i jest ściśle związana z kulturą i historią tego kraju. Jest znana z charakterystycznych technik walki, form oraz filozofii, a także z długiej historii sięgającej tysięcy lat. Najczęściej kojarzona jest z mnichami buddyjskimi oraz chińskimi szkołami walki. 

W ten sposób odpowiedź jest oczywista."
111 czy 112 – która z tych liczb dzieli się przez 3?,['111'],"Kontekst: Liczby całkowite 111 i 112 – sprawdźmy, która z nich jest podzielna przez 3. 

W celu sprawdzenia podzielności liczby przez 3, sumujemy jej cyfry i sprawdzamy, czy wynik dzieli się przez 3.

Czyli:  
- Dla 111: 1 + 1 + 1 = 3, a 3 jest podzielne przez 3.  
- Dla 112: 1 + 1 + 2 = 4, a 4 nie dzieli się przez 3.  

Wynika z tego, że liczba 111 dzieli się przez 3, natomiast 112 nie."
W którym roku Jan III Sobieski odniósł zwycięstwo pod Wiedniem?,['w 1683'],"Kontekst: Jan III Sobieski, król Polski i wielki hetman koronny, zasłynął przede wszystkim z kluczowego zwycięstwa nad armią Imperium Osmańskiego podczas oblężenia Wiednia. Bitwa ta, uznawana za przełomową w obronie Europy przed ekspansją osmańską, miała miejsce pod koniec XVII wieku.  

Pytanie: W którym roku Jan III Sobieski odniósł zwycięstwo pod Wiedniem?"
W którym wieku zawarto traktat trzech czarnych orłów?,"['w XVIII', '18']","Kontekst: Traktat trzech czarnych orłów to umowa zawarta w XIX wieku między trzema monarchiami z herbami przedstawiającymi czarnego orła: Prusami, Rosją i Austrią. Miała ona na celu współpracę tych państw w kwestiach politycznych i militarnych w Europie."
Czy grając na marimbie używany pałeczek?,['tak'],"Kontekst: Marimba jest instrumentem perkusyjnym z grupy idiofonów, zbudowanym z drewna, na którym ułożone są drewniane lub metalowe listwy. Gra na tym instrumencie odbywa się za pomocą specjalnych pałeczek, które pozwalają uderzać w listwy, wydobywając dźwięk. Pałeczki do marimby mają różne końcówki, np. z filcu lub gumy, aby uzyskać różne barwy dźwięku."
"Jak nazywał się w „Baśniach tysiąca i jednej nocy” skarbiec, do otwarcia którego było potrzebne hasło?",['sezam'],"Kontekst: W „Baśniach tysiąca i jednej nocy” pojawia się opowieść o czarodzieju, który posiada magiczny skarbiec pełen skarbów. Skarbiec ten był zamknięty i można było go otworzyć tylko, znając specjalne hasło, które zapobiegało niepowołanemu dostępowi. Hasło to było kluczowym elementem w historii, ponieważ decydowało o tym, kto mógł zdobyć bogactwa ukryte w skarbcu."
Ile kadencji sprawował urząd prezydenta George W. Bush?,"['jedną', '1']","Kontekst: George W. Bush był 43. prezydentem Stanów Zjednoczonych i pełnił swoją funkcję przez dwie kadencje, od 2001 do 2009 roku."
Który gaz najlepiej przewodzi ciepło?,['wodór'],"Kontekst: W fizyce i chemii często porównuje się własności różnych gazów, takie jak przewodność cieplna, aby wybrać odpowiedni gaz do zastosowań technologicznych, np. w systemach izolacji lub chłodnictwa. Gaz o najwyższej przewodności cieplnej to ten, który najefektywniej przewodzi ciepło dzięki swojej budowie molekularnej i masie cząsteczkowej.

Pytanie: Który gaz najlepiej przewodzi ciepło?"
Na które zwierzę mówimy trusia?,['na królika'],"Kontekst: W Polsce istnieje potoczne określenie „trusia”, które używane jest jako przezwisko dla królików, zwłaszcza młodych lub bardzo płochliwych osobników. W języku potocznym słowo to odnosi się do zwierzęcia o miękkim futerku i łagodnym usposobieniu, często kojarzonego z bojaźliwością i delikatnością.

Dzięki temu kontekstowi pytanie „Na które zwierzę mówimy trusia?” staje się oczywiste, ponieważ odpowiedzią jest królik."
"Na którym kongresie utworzono Wolne Miasto Kraków, czyli Rzeczpospolitą Krakowską?","['wiedeńskim', 'na Kongresie Wiedeńskim', 'w Wiedniu']","Kontekst: Na początku XIX wieku po wojnach napoleońskich powojenny ład europejski ustalano na konferencjach i kongresach międzynarodowych. Jednym z najważniejszych był Kongres Wiedeński w 1815 roku, na którym zdecydowano o nowym podziale terytorialnym Europy, w tym o statusie miasta Krakowa. W wyniku postanowień tego kongresu powstało Wolne Miasto Kraków, zwane także Rzeczpospolitą Krakowską, jako niezależna enklawa pomiędzy Austrią, Prusami i Rosją."
Czy w igrzyskach olimpijskich mogą startować zawodowi sportowcy?,['tak'],"Kontekst: W przeszłości igrzyska olimpijskie były zarezerwowane wyłącznie dla amatorów, jednak zasady te uległy zmianie. Od lat 80. i 90. XX wieku międzynarodowe federacje sportowe pozwalają zawodowym sportowcom na udział w igrzyskach, co sprawia, że obecnie w prawie wszystkich dyscyplinach olimpijskich mogą rywalizować zarówno amatorzy, jak i zawodowcy."
Ile kilogramów waży litr czystej wody?,"['jeden', '1']","Kontekst: Woda to substancja, której gęstość w temperaturze pokojowej (około 4°C) wynosi około 1 kilogram na litr. Oznacza to, że masa jednego litra czystej wody wynosi dokładnie jeden kilogram."
"Jak brzmi imię i nazwisko polskiego generała, który w latach 1848-49 dowodził węgierskim wojskiem powstańczym?",['Józef Bem'],"Kontekst: W czasie Wiosny Ludów, czyli falach rewolucji i powstań w Europie w latach 1848-1849, na Węgrzech wybuchło powstanie przeciwko panowaniu Habsburgów. Wojskiem powstańczym dowodził wybitny polski generał, który ze względu na swoje doświadczenie wojskowe i patriotyczne zaangażowanie, został uhonorowany tytułem generała armii węgierskiej. Jego imię i nazwisko są szeroko znane w historii obu narodów – polskiego i węgierskiego – jako symbol walki o niepodległość i wolność.  

Pytanie: Jak brzmi imię i nazwisko polskiego generała, który w latach 1848-49 dowodził węgierskim wojskiem powstańczym?"
"O kimś pozornie silnym, ale zawodzącym w decydującym momencie chińskie przysłowie mówi, że to jaki tygrys?",['papierowy'],"Kontekst:  
W chińskiej kulturze i literaturze często używa się metafor zwierzęcych, aby opisać cechy charakteru i zachowania ludzi. Tygrys jest symbolem siły i odwagi, ale istnieje przysłowie, które mówi o kimś, kto z pozoru wydaje się potężny, lecz w najważniejszych momentach okazuje się być zawodny i niezdolny do działania. To przysłowie odnosi się do ""głuchego tygrysa"" – czyli tygrysa, który nie słyszy, co symbolizuje brak reakcji lub niewystarczającą czujność w krytycznej chwili.  

Pytanie: O kimś pozornie silnym, ale zawodzącym w decydującym momencie chińskie przysłowie mówi, że to jaki tygrys?"
Czy żarłacz ludojad to tygrys czy rekin?,['rekin'],"Kontekst: Żarłacz ludojad to gatunek dużego rekina, znany z agresywnego zachowania i częstych ataków na ludzi. Należy do rodziny rekinów i mieszka głównie w ciepłych wodach przybrzeżnych. Nie jest to zwierzę z rodziny kotowatych ani żaden inny ssak drapieżny, tylko ryba chrzęstnoszkieletowa."
Jak miała na imię polska pisarka Nałkowska?,['Zofia'],"Kontekst: Polska literatka Zofia Nałkowska była znaną pisarką i dramatopisarką działającą na przełomie XIX i XX wieku. Jej twórczość obejmowała powieści, opowiadania oraz eseje, a sama Nałkowska jest uważana za jedną z ważniejszych postaci polskiej literatury okresu międzywojennego."
