question,answers,context
Czym zajmuje się speleologia?,['badaniami jaskiń'],Słynna osoba lub rzecz to badaniami jaskiń.
"Jak nazywa się pogląd, według którego człowiek jest środkiem wszechświata?",['antropocentryzm'],Słynna osoba lub rzecz to antropocentryzm.
Którego kompozytora nazywa się „Chopinem Północy”?,['Edwarda Griega'],Słynna osoba lub rzecz to Edwarda Griega.
"Nikos Kazandzakis jest autorem powieści, która została zekranizowana, a film nagrodzony trzema Oscarami. Jak brzmi jej tytuł?",['„Grek Zorba”'],Słynna osoba lub rzecz to „Grek Zorba”.
Kto napisał powieść „Dzieci Arbatu”?,['Anatolij Rybakow'],Słynna osoba lub rzecz to Anatolij Rybakow.
NHL to zawodowa liga hokeja czy koszykówki?,['hokeja'],Słynna osoba lub rzecz to hokeja.
Jak z łaciny nazywa się przymusowe odosobnienie przeciwników politycznych?,['internowanie'],Słynna osoba lub rzecz to internowanie.
Jak nazywa się miś z klapniętym uszkiem z popularnej dobranocki?,['Miś Uszatek'],Słynna osoba lub rzecz to Miś Uszatek.
Które państwo zostało podzielone wzdłuż 17. równoleżnika na konferencji w Genewie w 1954 r.?,['Wietnam'],Słynna osoba lub rzecz to Wietnam.
"Jak miał na imię polski kardiochirurg, profesor Religa?",['Zbigniew'],Słynna osoba lub rzecz to Zbigniew.
"Czy istnieją państwa poza UE, w których wprowadzono euro?",['tak'],W literaturze Polski odpowiedź jest tak.
Jak nazywa się dział astronomii zajmujący się badaniem powierzchni Księżyca?,['selenografia'],Słynna osoba lub rzecz to selenografia.
"Czego, według powiedzenia, uczepił się rzep?",['psiego ogona'],Słynna osoba lub rzecz to psiego ogona.
Logorea to słowotok czy milczenie?,['słowotok'],Słynna osoba lub rzecz to słowotok.
Czy za pomocą cyrkla i linijki można narysować kwadrat i koło o tej samej powierzchni?,['nie'],W literaturze Polski odpowiedź jest nie.
Z którego kraju pochodzi ser Roquefort?,['z Francji'],Słynna osoba lub rzecz to z Francji.
Jakiego koloru są migdały symbolizujące marzenia?,['niebieskie'],Słynna osoba lub rzecz to niebieskie.
"Listy św. Pawła, św. Piotra znajdują się w Starym czy Nowym Testamencie?",['w Nowym'],Zdarzenie miało miejsce w Nowym.
Jak nazywa się urządzenie w aparacie dozujące czas dostępu światła do elementu światłoczułego?,['migawka'],Słynna osoba lub rzecz to migawka.
Gdzie kręci się karuzela w piosence Marii Koterbskiej?,['na Bielanach'],Słynna osoba lub rzecz to na Bielanach.
W jakim języku mówimy „Achtung” (tzn. „uwaga”)?,['po niemiecku'],Słynna osoba lub rzecz to po niemiecku.
Ile najwięcej punktów karnych może otrzymać kierowca wyprzedzający na przejściu dla pieszych?,['10'],Rok wydarzenia to 10.
Jaki smak ma napar piołunu?,['gorzki'],Słynna osoba lub rzecz to gorzki.
Którą literą w alfabecie greckim jest omega?,"['ostatnią', '24']",Słynna osoba lub rzecz to ostatnią.
Do ilu ołtarzy prowadzi procesja w dzień Bożego Ciała?,"['do czterech', '4']",Słynna osoba lub rzecz to do czterech.
"Kambr, ordowik, sylur, dewon, karbon i perm – to okresy której ery?",['paleozoiku'],Słynna osoba lub rzecz to paleozoiku.
Proszę wymienić pierwszy stopień odmiany przymiotnika.,"['równy', 'stopień równy']",Słynna osoba lub rzecz to równy.
"Jak nazywa się forma organizacji społeczeństwa, w której dominują kobiety?",['matriarchat'],Słynna osoba lub rzecz to matriarchat.
W którym nadmorskim mieście możemy spacerować po Długim Targu?,['w Gdańsku'],Zdarzenie miało miejsce w Gdańsku.
W którym państwie europejskim oprócz Rosji walutą jest rubel?,['na Białorusi'],Słynna osoba lub rzecz to na Białorusi.
Jak nazywa się pojedynek pomiędzy zwycięzcami ćwierćfinałów?,['półfinał'],Słynna osoba lub rzecz to półfinał.
Jakim trzyliterowym skrótem oznaczano radzieckie samoloty myśliwskie?,['Mig'],Słynna osoba lub rzecz to Mig.
W który dzień tygodnia w kościele katolickim przypada Boże Ciało?,['w czwartek'],Zdarzenie miało miejsce w czwartek.
"Hymn którego państwa rozpoczyna się słowami: „Naprzód, dzieci ojczyzny”?",['Francji'],Słynna osoba lub rzecz to Francji.
Tymczasową stolicą którego azjatyckiego kraju był w XX wieku Nankin?,['Chin'],Słynna osoba lub rzecz to Chin.
Jak miał na imię przyjaciel Tomka Sawyera?,"['Huck Finn', 'Huckleberry Finn']",Słynna osoba lub rzecz to Huck Finn.
"Jak nazywa się tradycyjny strój górali szkockich, krótka spódniczka w kratę?",['kilt'],Słynna osoba lub rzecz to kilt.
"Żoną którego króla Maria Kazimiera d'Arquien, zwana Marysieńką?",['Jana III Sobieskiego'],Słynna osoba lub rzecz to Jana III Sobieskiego.
Jak nazywa się stolica Niemiec?,['Berlin'],Słynna osoba lub rzecz to Berlin.
Z którego kraju pochodzi dyktator mody Christian Dior?,['z Francji'],Słynna osoba lub rzecz to z Francji.
Jak żeglarze nazywają wiatr wiejący skośnie od dziobu statku?,['ćwierćwiatr'],Słynna osoba lub rzecz to ćwierćwiatr.
"Jak nazywa się indiańska łódź o szkielecie z drewna, pokryta korą brzozową, pierwowzór kanadyjki?","['kanu', 'canoe']",Słynna osoba lub rzecz to kanu.
Ile przyprostokątnych ma trójkąt ostrokątny?,['nie ma żadnej'],Słynna osoba lub rzecz to nie ma żadnej.
Kto zagrał główną rolę w filmie Wiedźmin według książki Sapkowskiego?,['Michał Żebrowski'],Słynna osoba lub rzecz to Michał Żebrowski.
Jakiej narodowości był Karol May?,['Niemcem'],Słynna osoba lub rzecz to Niemcem.
"Na wielomasztowym żaglowcu fokmaszt to maszt z przodu, w środku czy z tyłu statku?",['z przodu'],Słynna osoba lub rzecz to z przodu.
"Jak nazywa się bohater angielskich legend, obrońca biednych kryjący się w lasach Yorkshire?",['Robin Hood'],Słynna osoba lub rzecz to Robin Hood.
Ile jezior liczy system Wielkich Jezior Amerykańskich?,"['pięć', '5']",Słynna osoba lub rzecz to pięć.
"Z ilu sylab składa się japońska forma poetycka Haiku: z 11, 15 czy z 17?",['z 17'],Rok wydarzenia to z 17.
Która dynastia panowała w Chinach od XIV do XVII wieku?,['Ming'],Słynna osoba lub rzecz to Ming.
"Jeśli mamy 11 par skarpet, to ile mamy wszystkich skarpet?",['22'],Rok wydarzenia to 22.
"Z którego państwa pochodził Edmund Hillary, pierwszy zdobywca Mount Everestu?",['z Nowej Zelandii'],Słynna osoba lub rzecz to z Nowej Zelandii.
W których górach sudeckich można wejść na Szczeliniec Wielki?,['w Górach Stołowych'],Zdarzenie miało miejsce w Górach Stołowych.
Czy ropuchy są w Polsce chronione?,['tak'],W literaturze Polski odpowiedź jest tak.
Jak nazywa się dział medycyny zajmujący się odpornością?,['immunologia'],Słynna osoba lub rzecz to immunologia.
Flota którego państwa pokonała w XVI wieku tzw. Wielką Armadę?,['Anglii'],Słynna osoba lub rzecz to Anglii.
"Jak nazywa się gra na wybieraniu pojedynczych patyczków z bezładnego stosu, tak by nie poruszyć innych?",['bierki'],Słynna osoba lub rzecz to bierki.
Jak nazywał się ostatni król z dynastii Piastów?,['Kazimierz III Wielki'],Słynna osoba lub rzecz to Kazimierz III Wielki.
"Jak nazywa się miejsce w sądzie, gdzie siadają oskarżeni?",['ława oskarżonych'],Słynna osoba lub rzecz to ława oskarżonych.
Jak nazywa się spis spraw sądowych odbywających się tego samego dnia po sobie?,['wokanda'],Słynna osoba lub rzecz to wokanda.
Jakimi organizmami żywymi zajmuje się lichenologia?,['porostami'],Słynna osoba lub rzecz to porostami.
Czy pustułka to ptak drapieżny?,['tak'],W literaturze Polski odpowiedź jest tak.
Proszę podać dopełniacz liczby mnogiej słowa kobza?,['kobz'],Słynna osoba lub rzecz to kobz.
"Jak nazywa się kostka do gry w domino nie zawierająca żadnych kropek, z pustym polem?",['mydło'],Słynna osoba lub rzecz to mydło.
Jak nazywa się działający do dziś najstarszy polski teatr?,['Teatr Narodowy w Warszawie'],Słynna osoba lub rzecz to Teatr Narodowy w Warszawie.
Jak nazywał się twórca postaci Pana Kleksa?,['Jan Brzechwa'],Słynna osoba lub rzecz to Jan Brzechwa.
Warszawska dzielnica Praga leży na lewym czy prawym brzegu Wisły?,['na prawym'],Słynna osoba lub rzecz to na prawym.
Nad jakim jeziorem znajduje się Lozanna?,['nad Jeziorem Genewskim'],Słynna osoba lub rzecz to nad Jeziorem Genewskim.
W którym dramacie Mrożka występują XX i AA?,['„Emigranci”'],Słynna osoba lub rzecz to „Emigranci”.
Czy wegetarianin je mięso?,['nie'],W literaturze Polski odpowiedź jest nie.
Brooklyn jest dzielnicą którego amerykańskiego miasta?,['Nowego Jorku'],Słynna osoba lub rzecz to Nowego Jorku.
Pablo Picasso czy Vincent van Gogh – który z nich urodził się w Hiszpanii?,['Pablo Picasso'],Słynna osoba lub rzecz to Pablo Picasso.
"Jak nazywa się państwo w północnej Afryce, które ma stolicę w Trypolisie?",['Libia'],Słynna osoba lub rzecz to Libia.
Czego według przysłowia kruk nie wykole krukowi?,['oka'],Słynna osoba lub rzecz to oka.
Jakie imię nosi prezydent Rosji Putin?,['Władimir'],Słynna osoba lub rzecz to Władimir.
Profesorem którego uniwersytetu był Izaak Newton?,['Cambridge'],Słynna osoba lub rzecz to Cambridge.
Na którym kontynencie wznoszą się dwa pasma górskie nazwane imieniem Jana Czerskiego?,['w Azji'],Zdarzenie miało miejsce w Azji.
Co po polsku znaczy kryptonim niemieckiej akcji „Nacht und Nebel”?,['„Noc i mgła”'],Słynna osoba lub rzecz to „Noc i mgła”.
Na którym kontynencie mieszkają ludy Hutu?,['w Afryce'],Zdarzenie miało miejsce w Afryce.
Z którego państwa pochodzi mocna brandy – Metaxa?,['z Grecji'],Słynna osoba lub rzecz to z Grecji.
Czy łacina jest językiem urzędowym w Watykanie?,['tak'],W literaturze Polski odpowiedź jest tak.
W którym roku Chorwacja przystąpiła do Unii Europejskiej?,['w 2013'],Zdarzenie miało miejsce w 2013.
Do jakiego pociągu można wsiąść w piosence Maryli Rodowicz pt. „Remedium”?,['byle jakiego'],Słynna osoba lub rzecz to byle jakiego.
Czy laktoza jest cukrem prostym?,['nie'],W literaturze Polski odpowiedź jest nie.
Czy obecnie żyją jeszcze bizony?,['tak'],W literaturze Polski odpowiedź jest tak.
Jak nazywa się woltyżerka na siodle galopującego konia uprawiana na pokazie?,['dżygitówka'],Słynna osoba lub rzecz to dżygitówka.
"Trikorn, kłobuk, fedora – to nakrycia której części ciała?",['głowy'],Słynna osoba lub rzecz to głowy.
Który podróżnik w XV wieku odkrył drogę morską do Indii?,['Vasco da Gama'],Słynna osoba lub rzecz to Vasco da Gama.
Czy Boccaccio miał szansę spotkać się z Francesco Petrarcą?,['tak'],W literaturze Polski odpowiedź jest tak.
Czy słowiki odlatują z Polski na zimę?,['tak'],W literaturze Polski odpowiedź jest tak.
W którym europejskim państwie nadawany jest order Giedymina?,['na Litwie'],Słynna osoba lub rzecz to na Litwie.
Jak nazywał się angielski król o przydomku Lwie Serce?,['Ryszard I'],Słynna osoba lub rzecz to Ryszard I.
Kto był twórcą słownictwa chemicznego w Polsce?,['Jędrzej Śniadecki'],Słynna osoba lub rzecz to Jędrzej Śniadecki.
Jak nazywa się tylna część statku?,['rufa'],Słynna osoba lub rzecz to rufa.
Jeden rubel – ile to kopiejek?,"['sto', '100']",Słynna osoba lub rzecz to sto.
"Jak nazywa się zwyczajowe prawo, według którego wdowę musi poślubić brat zmarłego?",['lewirat'],Słynna osoba lub rzecz to lewirat.
Czy do wypieku biszkoptów potrzebne są jajka?,['tak'],W literaturze Polski odpowiedź jest tak.
Ile zer ma miliard?,"['dziewięć', '9']",Słynna osoba lub rzecz to dziewięć.
"Gdzie występują takie miejsca: Ocean Burz, Morze Wilgoci, Morze Spokoju, Morze Chmur?",['na Księżycu'],Słynna osoba lub rzecz to na Księżycu.
Czy kukułki są w Polsce chronione przez cały rok?,['tak'],W literaturze Polski odpowiedź jest tak.
Jak z greki nazywa się dychawica oskrzelowa?,['astma'],Słynna osoba lub rzecz to astma.
Co oznacza łacińskie powiedzenie „amor vincit omnia”?,['miłość zwycięża wszystko'],Słynna osoba lub rzecz to miłość zwycięża wszystko.
W którym wieku odbył się Sobór Watykański II?,"['w XX', '20']",Zdarzenie miało miejsce w XX.
Jaką nazwę nosi grupa rockowa powstała w 1981 r. z inicjatywy Jana Borysewicza?,['Lady Pank'],Słynna osoba lub rzecz to Lady Pank.
Jak dawniej nazywał się damski notesik do określenia kolejności tańców i partnerów podczas balu?,['karnet'],Słynna osoba lub rzecz to karnet.
Jakiej narodowości był Celsjusz?,['szwedzkiej'],Słynna osoba lub rzecz to szwedzkiej.
Podczas której wojny odbywa się akcja „Przygody dobrego wojaka Szwejka”?,['I wojny światowej'],Słynna osoba lub rzecz to I wojny światowej.
Jak miał na imię syn Jacka Kuronia?,['Maciej'],Słynna osoba lub rzecz to Maciej.
Ile czarownic przepowiadało Makbetowi jego losy?,"['trzy', '3']",Słynna osoba lub rzecz to trzy.
Jak od nazwy figury geometrycznej nazywamy potęgę o wykładniku 2?,['kwadrat'],Słynna osoba lub rzecz to kwadrat.
Czy malaria i żółta febra to nazwy tej samej choroby?,['nie'],W literaturze Polski odpowiedź jest nie.
"W którym mieście odbywa się festiwal, na którym wręczane są Złote Muszle?",['San Sebastian'],Słynna osoba lub rzecz to San Sebastian.
Jak nazywa się w lekkiej atletyce bieg rozstawny?,['sztafeta'],Słynna osoba lub rzecz to sztafeta.
Czy liczba mieszkańców Falklandów przekracza 200 tysięcy?,['nie'],W literaturze Polski odpowiedź jest nie.
W którym wieku została wydana jedna z najważniejszych książek nauki O powstawaniu gatunków Karola Darwina?,"['w XIX', '19']",Zdarzenie miało miejsce w XIX.
Jaki jest język urzędowy w Islandii?,['islandzki'],Słynna osoba lub rzecz to islandzki.
"Małe pierożki nadziewane siekanym mięsem, podawane z rosołem, popularne na Litwie to...?",['kołduny'],Słynna osoba lub rzecz to kołduny.
Z którego państwa pochodził malarz Francisco Goya?,['z Hiszpanii'],Słynna osoba lub rzecz to z Hiszpanii.
Ile wcieleń miał według tytułu Jan Piszczyk?,"['sześć', '6']",Słynna osoba lub rzecz to sześć.
W którym roku miała miejsce krwawa pacyfikacja w kopalni Wujek?,['w 1981'],Zdarzenie miało miejsce w 1981.
Czy Niccolò Paganini koncertował w Polsce?,['tak'],W literaturze Polski odpowiedź jest tak.
"Jak z greckiego nazywa się nagły, nieopanowany strach większej liczby osób?",['panika'],Słynna osoba lub rzecz to panika.
Faworytka to odmiana którego owocu?,['gruszki'],Słynna osoba lub rzecz to gruszki.
W którym mieście znajduje się Międzynarodowy Trybunał Prawa Morza?,['Hamburg'],Słynna osoba lub rzecz to Hamburg.
Który znak zodiaku nosi tę samą nazwę co urządzenie pomiarowe?,['waga'],Słynna osoba lub rzecz to waga.
W którym państwie władał Ashoka?,['w Indiach'],Zdarzenie miało miejsce w Indiach.
Jak nazywa się krakowskie wzgórze ze Smoczą Jamą i Zamkiem Królewskim?,['Wawel'],Słynna osoba lub rzecz to Wawel.
Czyją żoną w „Chłopach” Reymonta była Jagna?,['Macieja Boryny'],Słynna osoba lub rzecz to Macieja Boryny.
"Na którym włoskim uniwersytecie studiowali zarówno Kochanowski, jak i Kopernik?",['w Padwie'],Zdarzenie miało miejsce w Padwie.
"Czy ibisy, bociany i czaple należą do tej samej rodziny?",['tak'],W literaturze Polski odpowiedź jest tak.
Przez które morze Mojżesz przeprowadził Izraelitów?,['przez Morze Czerwone'],Słynna osoba lub rzecz to przez Morze Czerwone.
Ile oceanów otacza Antarktydę?,"['trzy', '3']",Słynna osoba lub rzecz to trzy.
Nad którą rzeką leży Częstochowa?,['nad Wartą'],Słynna osoba lub rzecz to nad Wartą.
Jak miał na imię ojciec Najświętszej Maryi Panny?,['Joachim'],Słynna osoba lub rzecz to Joachim.
"Jaka to część mowy: „wczoraj”, „jutro”, „głośno”?",['przysłówek'],Słynna osoba lub rzecz to przysłówek.
Halny powoduje wzrost temperatury czy jej spadek?,['wzrost'],Słynna osoba lub rzecz to wzrost.
Gdzie znajduje się Harbour Bridge?,['w Sydney'],Zdarzenie miało miejsce w Sydney.
Jak brzmi polska nazwa malarii?,"['zimnica', 'febra']",Słynna osoba lub rzecz to zimnica.
Jak nazywają się kule do gry w bilard?,['bile'],Słynna osoba lub rzecz to bile.
"Jak brzmi nazwa zespołu, który w 1965 roku założyli Jacek i Andrzej Zielińscy?",['Skaldowie'],Słynna osoba lub rzecz to Skaldowie.
Jak nazywały się podziemne cmentarze w starożytnym Rzymie?,['katakumby'],Słynna osoba lub rzecz to katakumby.
Proxima centauri to gwiazda czy planeta?,['gwiazda'],Słynna osoba lub rzecz to gwiazda.
"Jak nazywa się słodkie, mocne wino z doliny rzeki Douro w Portugalii?",['porto'],Słynna osoba lub rzecz to porto.
Czy Polska jest członkiem Światowej Organizacji Handlu?,['tak'],W literaturze Polski odpowiedź jest tak.
Czy dzień flagi Rzeczpospolitej jest dniem ustawowo wolnym od pracy?,['nie'],W literaturze Polski odpowiedź jest nie.
"Jak nazywał się autor słów: „Wsi spokojna, wsi wesoła! Który głos twej chwale zdoła?”?",['Jan Kochanowski'],Słynna osoba lub rzecz to Jan Kochanowski.
Stolicą którego kraju jest Kopenhaga?,['Danii'],Słynna osoba lub rzecz to Danii.
Która alpinistka jako pierwsza Europejka weszła na Mount Everest?,['Wanda Rutkiewicz'],Słynna osoba lub rzecz to Wanda Rutkiewicz.
Jakie zwierzę jest symbolem Tatrzańskiego Parku Narodowego?,['kozica'],Słynna osoba lub rzecz to kozica.
"Czy biedronka (boża krówka) jest roślinożerna, czy jest drapieżnikiem?",['jest drapieżnikiem'],Słynna osoba lub rzecz to jest drapieżnikiem.
Kto był przywódcą największego w starożytnym Rzymie powstania niewolników?,['Spartakus'],Słynna osoba lub rzecz to Spartakus.
Premierami którego państwa byli Neville Chamberlain i Harold Wilson?,['Wielkiej Brytanii'],Słynna osoba lub rzecz to Wielkiej Brytanii.
"W którym mieście w USA znajduje się Columbia University, jeden z najstarszych w USA?",['w Nowym Jorku'],Zdarzenie miało miejsce w Nowym Jorku.
Czy Etiopia ma dostęp do morza?,['nie'],W literaturze Polski odpowiedź jest nie.
W której dyscyplinie odbywa się Turniej Rolanda Garrosa?,"['w tenisie', 'w tenisie ziemnym']",Zdarzenie miało miejsce w tenisie.
Ile trąb zburzyło mury Jerycha?,"['siedem', '7']",Słynna osoba lub rzecz to siedem.
Którego dnia obchodzimy Dzień Edukacji Narodowej?,['14 października'],Rok wydarzenia to 14 października.
Który gruczoł dokrewny wydziela tyroksynę?,['tarczyca'],Słynna osoba lub rzecz to tarczyca.
"Dawać komuś coś, czego ten nie potrafi docenić, to według przysłowia „rzucać perły przed...”?",['wieprze'],Słynna osoba lub rzecz to wieprze.
Które owady produkują propolis?,['pszczoły'],Słynna osoba lub rzecz to pszczoły.
"Który bohater Ernesta Hemingwaya wypowiedział słowa: „Człowieka można zniszczyć, ale nie pokonać”?","['Santiago', 'stary rybak Santiago']",Słynna osoba lub rzecz to Santiago.
Z którego miasta pochodził Casanova?,['z Wenecji'],Słynna osoba lub rzecz to z Wenecji.
Czy Henryk VIII był także królem Irlandii?,['tak'],W literaturze Polski odpowiedź jest tak.
Jak nazywa się krótka łopatka używana w wojsku?,['saperka'],Słynna osoba lub rzecz to saperka.
Co po japońsku oznacza „sayonara”?,['do widzenia'],Słynna osoba lub rzecz to do widzenia.
Na terenie jakiego państwa leży Puszcza Knyszyńska?,['Polski'],Słynna osoba lub rzecz to Polski.
Czy Lech Wałęsa odebrał Nagrodę Nobla osobiście?,['nie'],W literaturze Polski odpowiedź jest nie.
Jak potocznie nazywa się styl klasyczny w pływaniu?,['żabka'],Słynna osoba lub rzecz to żabka.
Czy kiedykolwiek na tronie Polski zasiadała samodzielnie kobieta?,['tak'],W literaturze Polski odpowiedź jest tak.
W którym wieku urodził się Walt Disney?,"['w XX', '20']",Zdarzenie miało miejsce w XX.
"Proszę dokończyć: „Czego Jaś się nie nauczy, tego Jan...”?",['nie będzie umiał'],Słynna osoba lub rzecz to nie będzie umiał.
Jak brzmi imię i nazwisko młodzieńczej miłości Adama Mickiewicza?,['Maryla Wereszczakówna'],Słynna osoba lub rzecz to Maryla Wereszczakówna.
W którym wieku miała miejsce bitwa pod Akcjum?,['w I p.n.e.'],Zdarzenie miało miejsce w I p.n.e..
Ilu Budrysów występowało w balladzie Adama Mickiewicza?,"['czterech', '4']",Słynna osoba lub rzecz to czterech.
W którym roku istniała tzw. republika Pińczowska?,['w 1944'],Zdarzenie miało miejsce w 1944.
Czy Węgry mają na swoim terytorium Karpaty?,['tak'],W literaturze Polski odpowiedź jest tak.
Czy na tronie Egiptu mogły zasiadać kobiety?,['tak'],W literaturze Polski odpowiedź jest tak.
Akcja którego dramatu Szekspira rozgrywa się na zamku Kronborg?,['„Hamleta”'],Słynna osoba lub rzecz to „Hamleta”.
Jaka część mowy odpowiada na pytanie „co robi”?,['czasownik'],Słynna osoba lub rzecz to czasownik.
Jakiej narodowości był Marcel Proust?,"['był Francuzem', 'francuskiej']",Słynna osoba lub rzecz to był Francuzem.
Co dosłownie po łacinie oznacza „vademecum”?,['pójdź za mną'],Słynna osoba lub rzecz to pójdź za mną.
Czy stokrotki są w Polsce chronione?,['nie'],W literaturze Polski odpowiedź jest nie.
Kto w XVII odkrył plamy na słońcu?,['Galileusz'],Słynna osoba lub rzecz to Galileusz.
Jak nazywał się polski farmaceuta który skonstruował lampę naftową?,['Ignacy Łukasiewicz'],Słynna osoba lub rzecz to Ignacy Łukasiewicz.
Proszę podać skrót francuskiej międzynarodowej federacji piłki nożnej?,['FIFA'],Słynna osoba lub rzecz to FIFA.
Czy owocnik trufli rośnie pod ziemią?,['tak'],W literaturze Polski odpowiedź jest tak.
"Proszę podać imię i nazwisko aktora, który stworzył kreację Nikodema Dyzmy, Stanisława Anioła?",['Roman Wilhelmi'],Słynna osoba lub rzecz to Roman Wilhelmi.
W którym mieście znajduje się Katedra Polowa Wojska Polskiego?,['w Warszawie'],Zdarzenie miało miejsce w Warszawie.
Jak nazywają się członkowie zakonu założonego w 1155 r. na górze Karmel?,['karmelici'],Słynna osoba lub rzecz to karmelici.
W którym mieście odbywa się festiwal teatralny Malta?,['w Poznaniu'],Zdarzenie miało miejsce w Poznaniu.
Czy anakonda jest dusicielem?,['tak'],W literaturze Polski odpowiedź jest tak.
Treścią której opery Giuseppe Verdiego są losy Żydów pragnących wyrwać się z niewoli babilońskiej?,['Nabucco'],Słynna osoba lub rzecz to Nabucco.
W jakich okolicznościach poznaje się prawdziwego przyjaciela?,['w biedzie'],Zdarzenie miało miejsce w biedzie.
Czy raki posiadają kręgosłup?,['nie'],W literaturze Polski odpowiedź jest nie.
W którym wieku upadło Cesarstwo Bizantyjskie?,"['w XV', '15']",Zdarzenie miało miejsce w XV.
Które figury w jednym kolorze tworzą mariasz w grze w karty?,['król i dama'],Słynna osoba lub rzecz to król i dama.
Kto był autorem polichromii w Turku?,['Józef Mehoffer'],Słynna osoba lub rzecz to Józef Mehoffer.
Na czym siedzi leń w wierszu Jana Brzechwy?,['na tapczanie'],Słynna osoba lub rzecz to na tapczanie.
Jak nazywa się okres godowy ryb?,['tarło'],Słynna osoba lub rzecz to tarło.
Wizerunek którego prezydenta widnieje na odznaczeniu wojskowym Purpurowe Serce?,"[""George'a Washingtona"", 'Jerzego Waszyngtona']",Słynna osoba lub rzecz to George'a Washingtona.
Jak miał na imię ojciec Jane Fondy?,['Henry'],Słynna osoba lub rzecz to Henry.
Nad którą rzeką leży Łowicz?,['nad Bzurą'],Słynna osoba lub rzecz to nad Bzurą.
Jak nazywa się dział historii zajmujący się pieczęciami?,['sfragistyka'],Słynna osoba lub rzecz to sfragistyka.
W którym parku narodowym znajduje się Dolina Prądnika?,['w Ojcowskim'],Zdarzenie miało miejsce w Ojcowskim.
Jak z greki nazywa się odsłonięta część sceny przed kurtyną?,['proscenium'],Słynna osoba lub rzecz to proscenium.
Jak nazywa się portret artysty wykonany przez niego samego?,['autoportret'],Słynna osoba lub rzecz to autoportret.
Czy energia kinetyczna ciała w ruchu zależy od jego masy?,['tak'],W literaturze Polski odpowiedź jest tak.
Czy wanta na żaglowcu jest jednym z tylnych masztów?,['nie'],W literaturze Polski odpowiedź jest nie.
Jak nazywa się nić chirurgiczna z baraniego jelita?,"['catgut', 'ketgut', 'katgut']",Słynna osoba lub rzecz to catgut.
Czy Tajlandia jest wyspą?,['nie'],W literaturze Polski odpowiedź jest nie.
W którym państwie polscy archeolodzy odkryli w 2013 r grobowiec cywilizacji Wari?,['w Peru'],Zdarzenie miało miejsce w Peru.
Jak nazywa się silnie zjonizowane powietrze w którym liczba wolnych elektronów jest równa liczbie kationów?,['plazma'],Słynna osoba lub rzecz to plazma.
"Jak nazywa się świecznik przeznaczony na jedną świecę, słowo pochodzi z niemieckiego?",['lichtarz'],Słynna osoba lub rzecz to lichtarz.
Jakie skłonności miał dentysta w tytule piosenki Maryli Rodowicz?,"['sadystyczne', 'był sadystą']",Słynna osoba lub rzecz to sadystyczne.
"Co rzuca się pod nogi osobie, której chcemy coś utrudnić?",['kłody'],Słynna osoba lub rzecz to kłody.
Którą z kolei żoną Zygmunta Starego była królowa Bona?,['drugą'],Słynna osoba lub rzecz to drugą.
Jak nazywa się karczma z ballady Adama Mickiewicza „Pani Twardowska”?,['Rzym'],Słynna osoba lub rzecz to Rzym.
Czy ptaki zwane bekasami żyją w Polsce?,['tak'],W literaturze Polski odpowiedź jest tak.
Które drzewo przedstawia korzenie człowieka?,['drzewo genealogiczne'],Słynna osoba lub rzecz to drzewo genealogiczne.
"Po którym mieście biegał nagi Archimedes krzycząc „Eureka""?",['po Syrakuzach'],Słynna osoba lub rzecz to po Syrakuzach.
"Aaron, pierwszy arcykapłan był starszym bratem którego proroka?",['Mojżesza'],Słynna osoba lub rzecz to Mojżesza.
W którym roku Hitler dokonał Anschlussu Austrii?,['w 1938'],Zdarzenie miało miejsce w 1938.
W którym roku powstała Fundacja Alfreda Nobla?,['w 1900'],Zdarzenie miało miejsce w 1900.
Który bohater „Ogniem i mieczem” miał zwyczaj mówić „słuchać hadko”?,['Longin Podbipięta'],Słynna osoba lub rzecz to Longin Podbipięta.
W którym polskim mieście zbudowano most Świętokrzyski?,['w Warszawie'],Zdarzenie miało miejsce w Warszawie.
"Czy szerszenie to rodzaj dużych os, czy dużych pszczół?",['os'],Słynna osoba lub rzecz to os.
Czy Szwajcaria należy do Paktu Północnoatlantyckiego?,['nie'],W literaturze Polski odpowiedź jest nie.
Ilu głosom męskim dorównywał głos Stentora z Iliady?,"['pięćdziesięciu', '50']",Słynna osoba lub rzecz to pięćdziesięciu.
"Kugiel to jedna z tradycyjnych potraw kuchni żydowskiej, czy tę potrawę przygotowuje kugler?",['nie'],W literaturze Polski odpowiedź jest nie.
"Jak nazywa się gumowy worek wypełniany gorącą wodą, służący do miejscowego ogrzewania ciała?",['termofor'],Słynna osoba lub rzecz to termofor.
W którym mieście wznosi się kopiec Wandy?,['w Krakowie'],Zdarzenie miało miejsce w Krakowie.
Jak z francuskiego nazywa się otwarcie wystawy połączone ze spotkaniem z autorem?,['wernisaż'],Słynna osoba lub rzecz to wernisaż.
Do którego z podstawowych gatunków dramatu zalicza się „Odprawę posłów greckich”?,['do tragedii'],Słynna osoba lub rzecz to do tragedii.
Co znaczy powiedzenie spiec raka?,['zaczerwienić się'],Słynna osoba lub rzecz to zaczerwienić się.
Czy po Szczecinie jeżdżą tramwaje?,['tak'],W literaturze Polski odpowiedź jest tak.
Małżonką którego premiera była Nina Andrycz?,['Józefa Cyrankiewicza'],Słynna osoba lub rzecz to Józefa Cyrankiewicza.
